recommendation,reason,lqa_sheet,main_sheet,column,key,lqa_row,main_row,Japanese_Steam,main_value,lqa_value
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen1-25,51,51,触手怪人の口から触手が伸び、エレナの上半身を覆いつくすように飲み込む,A tentacle extended from the Tentacle Man's mouth and wrapped itself around Erena's upper body.,A tentacle extended from the Tentacle Man's mouth and wrapped itself around Elena's upper body.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen1-31,63,63,そして触手怪人は口の中でエレナをしゃぶり始める,The Tentacle Man started sucking on Erena.,The Tentacle Man started sucking on Elena.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen1-47,93,93,エレナは身体を激しく動かして抵抗し、触手の内側に噛みつく,Erena wiggled violently to resist and bit on a tentacle.,Elena wiggled violently to resist and bit on a tentacle.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen1-65,127,127,エレナは意識が朦朧とする中、全身をくまなく触手と粘液で蹂躙される,"While Erena's consciousness grew hazy, her entire body was thoroughly violated by tentacles and slime.","While Elena's consciousness grew hazy, her entire body was thoroughly violated by tentacles and slime."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen1-73,141,141,遂にエレナが触手怪人の口から解放され、数時間ぶりに外の空気と光にさらされる,Erena was finally released from the tentacle monster's mouth and exposed to outside air and light for the first time in hours.,Elena was finally released from the tentacle monster's mouth and exposed to outside air and light for the first time in hours.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen1-79,153,153,「おやおや、あのエレナ君がすっかり馬鹿になってしまったな」,"""Oh my, Erena has become completely stupid.""","""Oh my, Elena has become completely stupid."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-8,172,172,「おはようエレナ君。私の中で過ごすのも慣れてきたかな？」,"""Good morning, Erena. Have you gotten used to spending time inside me?""","""Good morning, Elena. Have you gotten used to spending time inside me?"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-16,188,188,「グフフッ、そうだった、今日はエレナ君に見せたいものがあるんだ」,"""By the way, hehehe, I have something I want to show you today, Erena.""","""By the way, hehehe, I have something I want to show you today, Elena."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-28,212,212,「グフフッ、我々がエレナ君を捕獲したと伝えたらすぐに了承してくれたよ」,"""Heh, when we told them we had captured you, Erena, they agreed immediately.""","""Heh, when we told them we had captured you, Elena, they agreed immediately."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-29,214,214,「エレナ君には可哀そうだが…今の我々の力を考えれば非常に賢い選択だ」,"""I feel sorry for you, Erena...but considering our current power, it was a very wise choice.""","""I feel sorry for you, Elena...but considering our current power, it was a very wise choice."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-33,222,222,「グフフッ、エレナ君、君まだレギオンへ戻れると思っているのかね？」,"""Erena, do you still think you can return to the Legion?""","""Elena, do you still think you can return to the Legion?"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-46,248,248,そしてモニターにはエレナの戸籍情報が映し出された,Erena's family registration information was displayed on the monitor.,Elena's family registration information was displayed on the monitor.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-57,270,270,「おーおー、可哀そうなエレナ君。信頼していた人達に裏切られるのはつらいなぁ」,"""Oh my, poor Erena. It's painful to be betrayed by people you trusted.""","""Oh my, poor Elena. It's painful to be betrayed by people you trusted."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-60,276,276,「おやおや、あの気の強いエレナちゃんが泣いてしまった！」,"""Oh my, that strong-willed Erena is crying!""","""Oh my, that strong-willed Elena is crying!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-79,314,314,「グフフッ、私のペットになれエレナ君。そうすれば君は何も考えなくていい！」,"""Become my pet, Erena. Then you won't have to think about anything!""","""Become my pet, Elena. Then you won't have to think about anything!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-89,334,334,「グフフッ、エレナ君、どうだね、私の触手は？」,"""Hehe, Erena, how are my tentacles?""","""Hehe, Elena, how are my tentacles?"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-96,348,348,「どうするエレナ君？私のペットになるか…それともそれとも無意味な抵抗を続けるか…」,"""What will you do, Erena? Will you become my pet... or continue your meaningless resistance?""","""What will you do, Elena? Will you become my pet... or continue your meaningless resistance?"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-100,356,356,「グフフッ、そうか！これでエレナ君の全ては私の物だ！」,"""Is that so! Now everything about you belongs to me, Erena!""","""Is that so! Now everything about you belongs to me, Elena!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-101,358,358,「はいっ♥、エレナはっ、ご主人様に負けてご主人様の愛玩ペットになりましたっ♥」,"""Yes♥ Erena lost to Master and became Master's beloved pet♥""","""Yes♥ Elena lost to Master and became Master's beloved pet♥"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-104,364,364,エレナは向けられたモニターに向かって壊れた笑顔を向ける,Erena turned a broken smile toward the monitor aimed at her.,Elena turned a broken smile toward the monitor aimed at her.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-111,378,378,そしてエレナは一切の抵抗をせず、触手怪人の中に取り込まれる,Erena was taken in by the tentacle man without resisting.,Elena was taken in by the tentacle man without resisting.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-116,388,388,「グフフッ、もちろんだとも。エレナ君、君は何も考えなくていい。私の中でひたすら快楽を貪り続けるだけでいいんだ」,"""Of course, Erena. You don't have to think about anything. You just need to enjoy the endless pleasure inside me!""","""Of course, Elena. You don't have to think about anything. You just need to enjoy the endless pleasure inside me!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen2-124,404,404,暗闇の中、エレナの思考はどろどろとした邪悪な快楽に溶けていくのだった,"In the dark, Erena's mind melted under the sinister pleasure that she was drowning in.","In the dark, Elena's mind melted under the sinister pleasure that she was drowning in."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen3-5,417,417,エレナの胎は触手怪人に粘液を注がれた続けた結果、妊婦のように膨らんでいた,Erena's abdomen expanded like a pregnant woman after the Tentacle Man kept pumping slime into her for a long time.,Elena's abdomen expanded like a pregnant woman after the Tentacle Man kept pumping slime into her for a long time.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen3-11,429,429,そしてエレナの口に突っ込まれた触手の先端から栄養の入ったドロッした粘液が喉奥に流し込まれる,"A nutritious slime came out from the tip of the tentacle that was in Erena's mouth, and flowed down her throat.","A nutritious slime came out from the tip of the tentacle that was in Elena's mouth, and flowed down her throat."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen3-20,447,447,触手怪人はエレナの頭を触手で優しくなでる,The Tentacle Man petted Erena's head.,The Tentacle Man petted Elena's head.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen3-21,449,449,「グフフッ、偉いぞエレナ君。しっかりごちそうさまが言えたな」,"""Good job, Erena. You have good manners.""","""Good job, Elena. You have good manners."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen3-30,467,467,「頑張れエレナ君！君は苗床として沢山の聖核エネルギーを引き継いだ怪人を産むのだっ！」,"""You can do it, Erena! You will give birth to a fiend that has inherited a lot of Holy Core energy!""","""You can do it, Elena! You will give birth to a fiend that has inherited a lot of Holy Core energy!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen3-36,479,479,「頑張れエレナ君！もう少しで全部出るぞ！」,"""Erena, you're almost there! Just a little more and it'll be out fully!""","""Elena, you're almost there! Just a little more and it'll be out fully!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen3-43,493,493,「素晴らしいぞエレナ君！よく頑張った！」,"""Erena, this is amazing! Well done!""","""Elena, this is amazing! Well done!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen3-46,499,499,「グフフッ、よく頑張ったエレナ君。しかし休んでいる暇はないぞ」,"""You did great, Erena. But this is no time to rest.""","""You did great, Elena. But this is no time to rest."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Fallen3-50,507,507,そしてエレナは触手怪人の暗くドロドロした口の中に入れられる,And then Erena was taken into the dark and slimy mouth of the fiend.,And then Elena was taken into the dark and slimy mouth of the fiend.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-1,526,526,エレナが敗北し、財団に調教され始めてからしばらく経ったころ,A while after Erena was defeated and trained by the Foundation,A while after Elena was defeated and trained by the Foundation
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-16,554,554,「じゃあエレナちゃん…早速撮影を始めようか」,"""Let's get started for the shoot, Erena.""","""Let's get started for the shoot, Elena."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-18,558,558,エレナは一人の男によって床に敷かれた空気マットに押し倒される,One of the men pushed Erena down onto the inflatable mat on the floor.,One of the men pushed Elena down onto the inflatable mat on the floor.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-23,568,568,エレナはその意味を理解し、顔が真っ赤に紅潮する,"Erena finally understood, and blushed.","Elena finally understood, and blushed."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-42,606,606,監督の男はエレナの膣内に中指と薬指を挿入する,The director put his index and middle finger inside Erena's vagina.,The director put his index and middle finger inside Elena's vagina.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-48,618,618,監督の男は何かを探すようにエレナの膣内を指で刺激する,The director stimulated Erena's vagina as if he was looking for something.,The director stimulated Elena's vagina as if he was looking for something.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-70,662,662,エレナの膣内から指が引き抜かれる,The director pulled his fingers out from Erena.,The director pulled his fingers out from Elena.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-80,682,682,監督の男はチンポでエレナの股間をペシペシとはたく,The director slapped Erena's crotch with his cock.,The director slapped Elena's crotch with his cock.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-102,726,726,エレナは腰を動かして快楽を逃がそうとするが、チンポは執拗に弱点を正確に攻め続ける,"Whenever Erena moved to get away from the pleasure, the man's cock found the spot again and relentlessly attacked it.","Whenever Elena moved to get away from the pleasure, the man's cock found the spot again and relentlessly attacked it."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-108,738,738,チンポがエレナの膣内を深く出入りし、エレナの弱点をこすり上げる,His cock went in deep and rubbed hard against Erena's most sensitive spot.,His cock went in deep and rubbed hard against Elena's most sensitive spot.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery1-118,758,758,「エレナちゃん、やはり君は天才だ！この娘をしばらく借りていいですかな？私ならNo1女優に育ててみせます！」,"""You are a genius, Erena! Can I borrow her for a while please? I will make sure she becomes the number one porn star!""","""You are a genius, Elena! Can I borrow her for a while please? I will make sure she becomes the number one porn star!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery2-7,779,779,「撮影するタイトルは“デカ乳メス牛お嬢様エレナちゃんVS種付けおじさん～地獄のセックス100人組手～”だ！」,"""It'll be called 'Big-breasted Milk Cow Princess Erena vs Seed-Sowing Geezers: One Hundred Fucks From Hell'!""","""It'll be called 'Big-breasted Milk Cow Princess Elena vs Seed-Sowing Geezers: One Hundred Fucks From Hell'!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery2-10,785,785,そしてエレナは勃起した何人もの男に周りを囲まれる,Erena was surrounded by many men with raging hard-ons.,Elena was surrounded by many men with raging hard-ons.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery2-15,795,795,「じゃあエレナちゃん、撮影の意気込みを。100人相手にするの怖くない？」,"""Erena, what's on your mind? Are you scared of facing a hundred men?""","""Elena, what's on your mind? Are you scared of facing a hundred men?"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery2-37,839,839,「ふう、まずは一人目ってとこかな？エレナちゃん良いイキっぷりだったよ」,"""So that was the first person! Not bad, Erena.""","""So that was the first person! Not bad, Elena."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery2-42,849,849,ズルリとエレナの白濁液にまみれた膣内からチンポが引き抜かれる,A cock came out from Erena's jizz-filled vagina with a slurping sound.,A cock came out from Elena's jizz-filled vagina with a slurping sound.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery2-45,855,855,「お疲れ様です監督、どうですかなエレナ君の具合は？」,"""Thank you, director. How was Erena?""","""Thank you, director. How was Elena?"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Debauchery2-61,887,887,その後、エレナは触手怪人と残ったエキストラ達に一晩中ハメ続けられるのだった,"After that, Erena, the Tentacle Man, and the extras that left behind had sex all night...","After that, Elena, the Tentacle Man, and the extras that left behind had sex all night..."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core1-18,924,924,エレナは無数の触手にからめとられ、頭から丸呑みされつつあった,Erena was caught by countless tentacles and swallowed whole.,Elena was caught by countless tentacles and swallowed whole.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core1-25,938,938,エレナは引きはがそうと全力で暴れまわるが―――――,Just when Erena was about to go all out to get out of the fiend...,Just when Elena was about to go all out to get out of the fiend...
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core1-33,954,954,エレナを包む肉は収縮し、エレナをさらに奥へ飲み込もうとする,The flesh wrapping around Erena contracted and pushed her in further.,The flesh wrapping around Elena contracted and pushed her in further.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core1-38,964,964,エレナは蠕動運動により怪人の消化管の奥深くへ飲み込まれていた,The intestinal movements allowed the fiend to swallow Erena further down its digestive system.,The intestinal movements allowed the fiend to swallow Elena further down its digestive system.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core1-41,970,970,エレナは脱出方法を考え何度も思考をめぐらすが、圧倒的な力の前に突破口を見出すことすらかなわない,"Erena thought about how to get out several times, but she had no solutions when faced with the tremendous power of the fiend.","Elena thought about how to get out several times, but she had no solutions when faced with the tremendous power of the fiend."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core1-48,984,984,エレナの体から黄色い光が溢れ、変身が解除される,Erena glowed yellow as her transformation was undone.,Elena glowed yellow as her transformation was undone.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core1-50,988,988,聖核戦姫の力を失ったエレナの体に直に怪人の肉の圧力が襲い掛かる,"The flesh of the fiend came down on Erena, who lost her strength.","The flesh of the fiend came down on Elena, who lost her strength."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core1-59,1006,1006,肉壁の蠕動運動と消化液により、エレナは消化されながら更に奥へと運ばれる,"With the movements and the digestive acid, Erena was sent further down the fiend's digestive system as she was being digested.","With the movements and the digestive acid, Elena was sent further down the fiend's digestive system as she was being digested."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core1-61,1010,1010,エレナは自分の感覚がなくなっていくのを感じ―――――,Erena felt like she was losing herself.,Elena felt like she was losing herself.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core1-63,1014,1014,エレナの意識はそこで途絶えるのだった,Erena lost consciousness.,Elena lost consciousness.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core2-1,1018,1018,エレナが怪人に捕食されてからしばらくして,A while after Erena was eaten by the fiend...,A while after Elena was eaten by the fiend...
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core2-8,1032,1032,その時、エレナは前方に明るい感覚を感じる,Erena felt something bright.,Elena felt something bright.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core2-27,1070,1070,そしてトングのようなアームが現れ、エレナを掴んで回収していく,A pair of tong-like arms appeared and picked up Erena.,A pair of tong-like arms appeared and picked up Elena.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core2-36,1088,1088,エレナはゲル状の体に力を入れ、容器から脱出しようとする,Erena tried to flex her muscles and exit the container.,Elena tried to flex her muscles and exit the container.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core2-38,1092,1092,ふたが閉じ、エレナは容器内に完全に収容される,The lid was closed and Erena was shut inside the container.,The lid was closed and Elena was shut inside the container.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Erena,Erena,English_Steam,Erena.Core2-46,1108,1108,―――――その後、エレナはオナホに加工され、戦闘員達の娯楽として利用されるのだった,Erena's Holy Core was made into a sex sleeve for the soldiers...,Elena's Holy Core was made into a sex sleeve for the soldiers...
APPLY,More literal/natural term: re-education -> brainwashing.,Kei,Kei,English_Steam,Kei.Fallen1-5,11,11,「他の捕らえられた聖核戦姫みたいに私も調教されるのだろう？」,"""Aren't you going to re-educate me like you did with the other captured Holy Core Battlemaidens?""","""Aren't you going to brainwash me like you did with the other captured Holy Core Battlemaidens?"""
APPLY,More literal/natural term: re-education -> brainwashing.,Kei,Kei,English_Steam,Kei.Fallen1-8,17,17,「もちろん理解しているよ。私は凌辱の限りを尽くされ、調教されるのだろう？」,"""I do, you're going to humiliate me as much as possible and then re-educate me, right?""","""I do, you're going to humiliate me as much as possible and then brainwash me, right?"""
APPLY,Typo fix: comoing -> cumming.,Kei,Kei,English_Steam,Kei.Fallen2-45,375,375,「うおっ、耐えられねえっ、出るっ！」,"""Whoa, I can't hold it, I'm comoing!""","""Whoa, I can't hold it, I'm cumming!"""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-1,554,554,エレナと那由多が財団の手に堕ちてからしばらくの時が流れ―――,Some time passed after Erena and Nayuta fell into the Foundation's hands...,Some time passed after Elena and Nayuta fell into the Foundation's hands...
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-2,556,556,エレナと那由多は公衆トイレの壁に括りつけられていた,Erena and Nayuta were tied to the wall of a public restroom.,Elena and Nayuta were tied to the wall of a public restroom.
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-29,610,610,那由多とエレナは競うように膣を締め付け、射精を促す,"Nayuta and Erena competed by tightening, encouraging ejaculations.","Nayuta and Elena competed by tightening, encouraging ejaculations."
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-32,616,616,「うおっ、すげえっ…これが雌牛AV女優エレナちゃんのマンコっ」,"""Whoa, amazing... So this is Erena the porn star's pussy...""","""Whoa, amazing... So this is Elena the porn star's pussy..."""
APPLY_IF_ELENA_STANDARD,Consistent English romanization: Erena/Seid? -> Elena/Seidou.,Record,Record,English_Steam,Record.Erenayuta-38,628,628,「エレナには負けませんっ♥、当然私が勝ちますっ♥」,"""I won't lose to Erena♥ Of course I'll win♥""","""I won't lose to Elena♥ Of course I'll win♥"""
